rougher	faster	surface
rough	!align="right	ballots
roughest	awards	awards
rough	!align="right	ballots
rougher	!align="right	ballots
roughest	!align="right	!align="right
meaner	if	if
mean	!align="right	ballots
meanest	awards	category
mean	!align="right	ballots
meaner	!align="right	ballots
meanest	!align="right	!align="right
heavier	guns	guns
heavy	lighter	heavy
heaviest	awards	two
heavy	heavy	heavy
heavier	heavy	heavier
heaviest	awards	produced
mightier	will	will
mighty	!align="right	ballots
mightiest	awards	awards
mighty	!align="right	ballots
mightier	!align="right	ballots
mightiest	!align="right	!align="right
noisier	reduce	often
noisy	!align="right	ballots
noisiest	awards	music
noisy	!align="right	ballots
noisier	!align="right	ballots
noisiest	!align="right	!align="right
worse	if	if
bad	school	his
worst	me	chart
bad	school	school
worse	more	because
worst	games	hit
sadder	you	we
sad	!align="right	ballots
saddest	you	me
sad	!align="right	ballots
sadder	!align="right	!align="right
saddest	!align="right	!align="right
wilder	animals	mammals
wild	school	john
wildest	species	species
wild	!align="right	ballots
wilder	!align="right	!align="right
wildest	scored	screenwriter
stricter	specific	regulations
strict	!align="right	ballots
strictest	enforce	enforce
strict	!align="right	ballots
stricter	!align="right	!align="right
strictest	!align="right	!align="right
narrower	dorsal	dorsal
narrow	school	narrow
narrowest	dorsal	dorsal
narrow	!align="right	ballots
narrower	!align="right	!align="right
narrowest	narrow	narrow
classier	!align="right	!align="right
classy	!align="right	spoiled
classiest	!align="right	ballots
classy	!align="right	spoiled
classier	!align="right	!align="right
classiest	!align="right	ballots
earlier	increased	increased
early	his	his
earliest	late	late
early	ancient	ancient
earlier	area	area
earliest	album	album
fatter	protein	protein
fat	!align="right	spoiled
fattest	liver	liver
fat	!align="right	spoiled
fatter	!align="right	!align="right
fattest	!align="right	ballots
fuller	increase	increase
full	his	thomas
fullest	album	album
full	!align="right	spoiled
fuller	!align="right	!align="right
fullest	thomas	starring
costlier	efficiency	efficiency
costly	!align="right	spoiled
costliest	ranked	expensive
costly	!align="right	spoiled
costlier	!align="right	!align="right
costliest	!align="right	ballots
tougher	upper	they
tough	!align="right	ballots
toughest	season	playoff
tough	!align="right	ballots
tougher	!align="right	!align="right
toughest	!align="right	!align="right
gentler	upper	upper
gentle	!align="right	ballots
gentlest	me	me
gentle	!align="right	ballots
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
shorter	upper	long
short	relatively	relatively
shortest	second	second
short	can	can
shorter	upper	edges
shortest	highest	each
softer	upper	dorsal
soft	liquid	liquid
softest	top	top
soft	!align="right	ballots
softer	!align="right	!align="right
softest	singles	r&b
older	upper	park
old	65	age
oldest	the	the
old	built	built
older	upper	built
oldest	65	householder
richer	more	are
rich	deep	rich
richest	south	south
rich	are	are
richer	smaller	than
richest	world's	rich
weaker	less	less
weak	are	are
weakest	biggest	the
weak	!align="right	!align="right
weaker	!align="right	!align="right
weakest	world's	the
prettier	you	you
pretty	!align="right	!align="right
prettiest	it's	album
pretty	!align="right	!align="right
prettier	!align="right	!align="right
prettiest	!align="right	ballots
cooler	temperatures	temperatures
cool	temperatures	temperatures
coolest	climate	climate
cool	!align="right	!align="right
cooler	!align="right	!align="right
coolest	temperatures	subtropical
luckier	you	you
lucky	!align="right	!align="right
luckiest	album	album
lucky	!align="right	!align="right
luckier	!align="right	!align="right
luckiest	!align="right	ballots
