rougher	humid	humid
rough	!align="right	!align="right
roughest	vocalist	vocalist
rough	!align="right	!align="right
rougher	!align="right	!align="right
roughest	!align="right	!align="right
meaner	predict	flexibility
mean	!align="right	!align="right
meanest	worst	artistic
mean	!align="right	!align="right
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	increasing	artillery
heavy	dogs	dogs
heaviest	finest	vocalist
heavy	!align="right	!align="right
heavier	!align="right	!align="right
heaviest	top	top
mightier	copa	copa
mighty	!align="right	!align="right
mightiest	premier	premier
mighty	!align="right	!align="right
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
noisier	!align="right	!align="right
noisy	!align="right	!align="right
noisiest	!align="right	!align="right
noisy	!align="right	!align="right
noisier	!align="right	!align="right
noisiest	!align="right	!align="right
worse	justified	justified
bad	facade	facade
worst	biggest	biggest
bad	disastrous	disastrous
worse	worse	worse
worst	worst	worst
sadder	stronger	stronger
sad	!align="right	!align="right
saddest	nobody	nobody
sad	!align="right	!align="right
sadder	!align="right	!align="right
saddest	!align="right	!align="right
wilder	deer	stronger
wild	!align="right	!align="right
wildest	biggest	biggest
wild	!align="right	!align="right
wilder	!align="right	!align="right
wildest	!align="right	!align="right
stricter	moral	pastoral
strict	!align="right	!align="right
strictest	applicable	counter
strict	!align="right	!align="right
stricter	!align="right	!align="right
strictest	!align="right	!align="right
narrower	anterior	anterior
narrow	!align="right	!align="right
narrowest	longest	longest
narrow	!align="right	!align="right
narrower	!align="right	!align="right
narrowest	!align="right	!align="right
classier	!align="right	!align="right
classy	!align="right	!align="right
classiest	!align="right	!align="right
classy	!align="right	!align="right
classier	!align="right	!align="right
classiest	!align="right	!align="right
earlier	late	late
early	early	soldier
earliest	late	late
early	tudor	tudor
earlier	unified	unified
earliest	previous	previous
fatter	metabolism	metabolism
fat	!align="right	!align="right
fattest	boots	mm
fat	!align="right	!align="right
fatter	!align="right	!align="right
fattest	!align="right	!align="right
fuller	partial	partial
full	donovan	donovan
fullest	odi	odi
full	!align="right	!align="right
fuller	!align="right	!align="right
fullest	elliott	elliott
costlier	efficient	efficient
costly	!align="right	!align="right
costliest	worst	worst
costly	!align="right	!align="right
costlier	!align="right	!align="right
costliest	!align="right	!align="right
tougher	upper	upper
tough	!align="right	!align="right
toughest	memorable	memorable
tough	!align="right	!align="right
tougher	!align="right	!align="right
toughest	!align="right	!align="right
gentler	anterior	anterior
gentle	!align="right	!align="right
gentlest	flesh	flesh
gentle	!align="right	!align="right
gentler	!align="right	!align="right
gentlest	!align="right	!align="right
shorter	upper	upper
short	short	short
shortest	screenplay	screenplay
