model,ws353sim,ws353rel,brunimen,radinskyturk,luongrare,hillsimlex,google_cosadd,google_cosmul,msr_cosadd,msr_cosmul
wc_SGNSpinit1.tsv,0.14457651445377795,0.2627917177487674,0.0624151158701859,0.35668039031782006,-0.022990698765275815,0.03942377233605639,0.0176013098649,0.0159128121163,0.005,0.0035
wc_SGNSpinit3-rev.tsv,0.13696901851214058,0.2786599095465535,0.057915720484169785,0.3741995018283159,-0.021836836804677264,0.043622799427466254,0.017498976668,0.014735980352,0.0055,0.0045
eig_SVD_w2.tsv,0.2870270210314176,0.3893614017592938,0.13742862856146645,0.41145725369817193,0.0174215041304222,0.12342715986242964,0.0930720425706,0.0959373720835,0.036375,0.031625
wc_SGNSpinit1-rev.tsv,0.13248634069756018,0.27490592507188083,0.05572847408795547,0.37098812663873443,-0.027300629906339906,0.04397826870443752,0.0172943102743,0.0146336471551,0.005625,0.00475
neg_PPMI_w2.tsv,0.23163632194449593,0.37892958186601317,0.06420388024390647,0.40148946667315516,-0.037858444074820696,0.05661347507551583,0.0879553827262,0.0791547277937,0.03525,0.02875
wc_SGNSpinit2-rev.tsv,0.13176679111955633,0.2728338521806641,0.05367358509649188,0.37025238965067864,-0.027391206683424697,0.04258278495334727,0.0177548096603,0.0149918133442,0.005375,0.0045
wc_SGNSpinit3.tsv,0.1432222815282405,0.26216015354691896,0.06202619460030854,0.3581382632962452,-0.015820109087667036,0.03865057237335035,0.0181641424478,0.0163733115023,0.004875,0.00325
wc_SGNSsvd.tsv,0.14729440988601628,0.2912426117218431,0.07787044269925761,0.30765084663907155,-0.02820903423866113,0.045078208025953706,0.0218993041343,0.0191363078183,0.004875,0.00375
wc_SGNSsvd-rev.tsv,0.1389608361948004,0.3172244926315206,0.07647801609155337,0.31739378018930714,-0.016401319339751,0.0375676495798998,0.0230249693,0.0192898076136,0.0045,0.003625
wc_SGNSpinit2.tsv,0.1444386974983135,0.2612999909726661,0.06275730250464584,0.3566621701133722,-0.01688747781902018,0.039201395307172836,0.0185734752354,0.0160151453131,0.005375,0.003625
