model,ws353sim,ws353rel,brunimen,radinskyturk,luongrare,hillsimlex,google_cosadd,google_cosmul,msr_cosadd,msr_cosmul
wc_SGNSpinit1.tsv,0.15144799537238812,0.15481954384435329,0.058452390415103896,0.2979887369537945,-0.01907206247767828,-0.031272658339593834,0.00649815800246,0.00603765861646,0.00225,0.00175
wc_SGNSpinit3-rev.tsv,0.12940359250105365,0.13615453111362041,0.06763126181141095,0.27933017817057915,-0.03754528798704323,-0.030146144891921203,0.00434916086779,0.00404216127712,0.0015,0.0015
eig_SVD_w2.tsv,0.26795371618162483,0.20435608231801417,0.11592061669293402,0.3605511871444385,0.022769977054424476,0.0008412768155840436,0.0164756446991,0.0156058125256,0.005,0.003875
wc_SGNSpinit1-rev.tsv,0.12906814420887547,0.1353621111567342,0.06626494116557917,0.27958308077085237,-0.03755400823545694,-0.03025470207196918,0.00440032746623,0.00373516168645,0.0015,0.001375
neg_PPMI_w2.tsv,0.1454199051241609,0.14032720403344792,0.05070586509718459,0.29484709159345945,-0.040881693116292854,-0.04760742678136038,0.0133033155956,0.00777732296357,0.005625,0.003125
wc_SGNSpinit2-rev.tsv,0.12876647103078384,0.13577454951591272,0.06533139135951697,0.2791275585578897,-0.03754668283108899,-0.030228531331549745,0.00450266066312,0.00373516168645,0.0015,0.0015
wc_SGNSpinit3.tsv,0.15118163254084158,0.15437860686534668,0.058494006984395226,0.2979075105892362,-0.01906509073057725,-0.03104090245292979,0.00675399099468,0.0060888252149,0.002125,0.002
wc_SGNSsvd.tsv,0.10424650582014812,0.13237608910141463,0.051955663479902506,0.3096424887743839,-0.03418424803236851,-0.05811065560456854,0.00721449038068,0.00690749079001,0.002,0.002
wc_SGNSsvd-rev.tsv,0.10179473958395331,0.14005765458757402,0.05057362164491658,0.296844427070676,-0.03545911323203784,-0.04990869811770957,0.00670282439623,0.00685632419157,0.001875,0.001625
wc_SGNSpinit2.tsv,0.15228776752717746,0.15552211398594826,0.05841755047552159,0.29858975254503195,-0.020137745586783863,-0.031150056219480058,0.00660049119935,0.00613999181334,0.002125,0.00175
