model,ws353sim,ws353rel,brunimen,radinskyturk,luongrare,hillsimlex,google_cosadd,google_cosmul,msr_cosadd,msr_cosmul
wc_SGNSpinit1.tsv,0.6335219553003982,0.5206812571485506,0.22254899054579733,0.6223851987631527,0.026987856033142757,0.2998963598052076,0.235468686042,0.212239050348,0.1705,0.151125
wc_SGNSpinit3-rev.tsv,0.6480318821522181,0.534896639333818,0.21723161355456597,0.6233614247686099,0.02642371053498095,0.289911390909381,0.231273024969,0.211676217765,0.17025,0.153
eig_SVD_w2.tsv,0.7084881174928499,0.5885343700101366,0.2785888891426217,0.55857590941477,0.11679402388735007,0.3095299163405553,0.293491608678,0.325931232092,0.148125,0.1595
wc_SGNSpinit1-rev.tsv,0.6467888299383567,0.532320750440489,0.2177604304125604,0.6181249342609181,0.028641470500382488,0.29486467306732034,0.231273024969,0.212290216946,0.171125,0.1515
neg_PPMI_w2.tsv,0.645378650681316,0.5974373849045501,0.20326522148534837,0.6199189183578511,-0.020446170893039326,0.2649718398870956,0.355454359394,0.372237003684,0.154125,0.1675
wc_SGNSpinit2-rev.tsv,0.6466733473033701,0.5387897185739108,0.21746563823494613,0.6242310426299453,0.030585007046223453,0.29190854116068926,0.231528857962,0.211778550962,0.1715,0.15225
wc_SGNSpinit3.tsv,0.6344099522079347,0.5238011947732073,0.22118102404586829,0.6216937687998491,0.02558703253306368,0.29967339903779044,0.231682357757,0.209987720016,0.16625,0.15025
wc_SGNSsvd.tsv,0.6509827862536759,0.5413982278942733,0.23355026004017365,0.6452237091809948,0.011545047306740122,0.2974473541139506,0.271131805158,0.249948833402,0.18825,0.1725
wc_SGNSsvd-rev.tsv,0.6546308898657355,0.5602202142925601,0.23965212522373475,0.6093630139586875,0.013833478663192882,0.297371483179087,0.274252967663,0.25230249693,0.182625,0.167375
wc_SGNSpinit2.tsv,0.6358610166214613,0.5188511387077442,0.22117552427887185,0.6257456397632173,0.02154271089142357,0.2999613378716567,0.23321735571,0.211266884977,0.1695,0.152625
