iraq	ottoman	ottoman
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	afghanistan	afghanistan
afghanistan	afghanistan	afghanistan
england	in	kingdom
spain	spain	spain
russia	soviet	soviet
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	afghanistan	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finnish
pakistan	afghanistan	afghanistan
afghanistan	afghanistan	afghanistan
england	in	united
spain	spain	spain
russia	soviet	soviet
norway	norwegian	norway
canada	ontario	united
france	france	france
italy	italy	italy
sweden	in	sweden
iran	iran	iran
japan	japan	japan
greece	olympics	olympics
china	china	china
germany	germany	germany
switzerland	switzerland	canton
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	afghanistan	afghanistan
england	in	in
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	olympics	olympics
iraq	syria	syria
germany	germany	germany
switzerland	southern	switzerland
egypt	egypt	egypt
australia	australia	queensland
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	countries	finland
pakistan	pakistan	pakistan
afghanistan	afghanistan	afghanistan
england	in	england
spain	spain	spain
russia	russian	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	roman
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	iraq	syria
thailand	thailand	thailand
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	countries	pakistan
afghanistan	afghanistan	afghanistan
england	england	england
spain	spain	spain
russia	soviet	soviet
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	syria	syria
thailand	thailand	thailand
china	china	china
egypt	egypt	egypt
australia	australia	australia
vietnam	countries	vietnam
cuba	cuba	argentina
finland	finland	olympics
pakistan	pakistan	pakistan
afghanistan	italy	afghanistan
england	in	australia
spain	spain	argentina
russia	russia	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	olympics	olympics
iraq	iraq	syria
thailand	thailand	thailand
china	china	olympics
germany	germany	germany
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	afghanistan	afghanistan
england	in	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	roman	roman
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	empire	switzerland
vietnam	countries	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	zealand	pakistan
afghanistan	canada	afghanistan
england	in	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	in	sweden
iran	iran	iran
japan	japan	japan
greece	olympics	olympics
iraq	iraq	egypt
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
cuba	cuba	cuba
finland	in	russia
pakistan	afghanistan	afghanistan
afghanistan	afghanistan	afghanistan
england	in	in
spain	spain	portugal
russia	russia	russia
norway	in	in
canada	canada	nhl
france	in	du
italy	italy	italy
sweden	in	sweden
iran	iran	iran
japan	japan	japan
greece	in	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	war	swiss
egypt	egypt	egypt
australia	in	squadron
finland	finland	finland
pakistan	afghanistan	afghanistan
afghanistan	afghanistan	afghanistan
england	in	in
spain	spain	spain
russia	soviet	soviet
norway	norwegian	norway
canada	ontario	ontario
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	olympics	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	chinese
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australian
vietnam	vietnam	laos
pakistan	norway	afghanistan
afghanistan	afghanistan	afghanistan
england	in	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	ontario	blackhawks
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	spain	spain
afghanistan	afghanistan	afghanistan
england	in	in
spain	spain	de
russia	russia	russia
norway	in	trondheim
canada	in	canada
france	in	french
italy	italy	italy
sweden	in	in
iran	iran	iran
japan	japan	japan
greece	in	medal
iraq	iraq	sunni
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	in	swiss
egypt	egypt	sunni
australia	in	sydney
vietnam	vietnam	vietnam
cuba	cuba	de
finland	in	competed
england	in	england
spain	spain	spain
russia	soviet	russia
norway	norwegian	norway
canada	ontario	ontario
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
