size\model,PPMI,SGNSpinit-highest,SGNSpinit-highest-rev,SGNSpinit-lowest,SGNSpinit-lowest-rev,SGNSpinit-middle,SGNSpinit-middle-rev,SGNSsvd,SGNSsvd-rev,SVD
0.12,0.0689806080277,0.0456191006282,0.0693441068375,0.0693441068375,0.0689806080277,0.0693441068375,0.0693441068375,nan,nan,0.0693441068375
5,0.0325253049995,0.0314109565784,0.0342876757822,0.0323711131836,0.0240218347182,0.029900293517,0.0341151476422,0.0502215246528,0.0521660084721,0.168182847921
15,0.326237571398,0.328498399759,0.333839176326,0.327210367921,0.330303988269,0.321494561245,0.335196014091,0.350715909302,0.358004044834,0.434314732942
100,0.597371769115,0.572032558353,0.588347271239,0.581994536811,0.575050510275,0.559472569103,0.582967900358,0.550174622556,0.574159260217,0.607731303846
136,0.597864079041,0.585921012795,0.592019146481,0.57198911699,0.586619163614,0.580316309011,0.598221890306,0.600462946937,0.570675303633,0.605910922985
200,0.623886762043,0.633882567125,0.640381132959,0.642308355921,0.63598264024,0.639140061362,0.647337882929,0.650305206377,0.633707842242,0.61601751022
300,0.660387071974,0.671752184932,0.680011121165,0.661029853273,0.682831090266,0.675285676331,0.682243924781,0.673804264562,0.688192068623,0.6252536278
400,0.661537031237,0.677796689903,0.67510532729,0.663661599467,0.677214773663,0.660120234201,0.688468403848,0.67861707182,0.670620972755,0.632275617075
500,0.661349558256,0.687068355367,0.667574536251,0.686226976472,0.680581414078,0.684811180258,0.681915847004,0.684603085211,0.676786585295,0.63889228969
750,0.686230972232,0.680662402421,0.680200093964,0.681639136833,0.675730362325,0.679299473597,0.682195931689,0.690044676964,0.683250279929,0.632265868478
1850,0.686230972232,0.680662402421,0.680200093964,0.681639136833,0.675730362325,0.679299473597,0.682195931689,0.690044676964,0.683250279929,0.632265868478
50,0.535030030027,0.46605672571,0.482283997522,0.478128187061,0.476462563127,0.462824095377,0.478962873887,0.50312004551,0.529502298725,0.605744903175
