size\model,PPMI,SGNSpinit-highest,SGNSpinit-highest-rev,SGNSpinit-lowest,SGNSpinit-lowest-rev,SGNSpinit-middle,SGNSpinit-middle-rev,SGNSsvd,SGNSsvd-rev,SVD
0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.0111266719425,0.0205922915497,0.0192615439445,0.0173113840608,0.0200097820663,0.0149982517424,0.0213395104603,0.0132736463339,0.0121392455094,0.0738038910815
15,0.0476899689101,0.051447321158,0.0507958779011,0.0523158371577,0.0498369082923,0.0520907848029,0.0501538263486,0.0695870677539,0.0620636811215,0.11996864951
100,0.19186183656,0.209537457006,0.217743997081,0.208924569079,0.211757788164,0.210446417076,0.213729417754,0.200106281569,0.20598201334,0.262535446073
136,0.201863112933,0.224602086712,0.230425270241,0.222508720917,0.230294318087,0.225480905248,0.230070916189,0.23569880916,0.236341134684,0.280635683502
200,0.215253989436,0.248824947702,0.241915619557,0.247143084785,0.238993853959,0.245286637913,0.241082202694,0.251713858723,0.245844455919,0.284647414839
300,0.223513806731,0.259139450089,0.259743023577,0.258968646341,0.256824346083,0.260658712204,0.260943907339,0.256777012861,0.259560666027,0.292376200069
400,0.237096692665,0.280822145663,0.283786641983,0.280971258788,0.276234947017,0.282408136946,0.279575083144,0.283024909944,0.28136691725,0.295112996958
500,0.244617727963,0.283981254127,0.287040318398,0.28118486552,0.287333351005,0.28056583774,0.28872415428,0.28909461846,0.292121962006,0.303047027
750,0.289238877344,0.334088149065,0.33396002806,0.333916048365,0.332042158389,0.334556167032,0.332865337713,0.334136158656,0.334892639028,0.312857880938
1850,0.289238877344,0.334088149065,0.33396002806,0.333916048365,0.332042158389,0.334556167032,0.332865337713,0.334136158656,0.334892639028,0.312857880938
50,0.14540657133,0.162264335549,0.169801362504,0.162615477664,0.167389272545,0.158974953924,0.168298161949,0.174462542274,0.177918666737,0.241172785971
