!	!	!	!
!	!	!	!
china	taiwan	taiwan	taiwan
germany	germany	norwegian	norwegian
!	!	!	!
greece,	turkey	spanning	spanning
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
in	travelled	2015,	2015,
league	league,	liga	liga
moscow,	yugoslavia	ukraine.	ukraine.
norwegian	norway.	norwegian	norwegian
league	league,	signing	signing
france	exhibited	des	des
kingdom	kingdom	freely	freely
sweden	portugal,	norwegian	norwegian
!	!	!	!
japan	japan	taiwan	taiwan
iraq.	iraq.	iraq.	iraq.
military	troops	philippines,	philippines,
military	troops	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
forces	believed	vatican	vatican
iraq.	iraq.	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
he	war	london's	vatican
iraqi	troops	philippines	philippines
soviet	war	ukraine.	ukraine.
iraqi	war	iraq.	iraq.
military	islamic	capability	fort
he	war	charles	charles
of	troops	vatican	vatican
of	did	iraq.	iraq.
iraq.	iraq.	iraq.	iraq.
japanese	japanese	philippines.	philippines.
to	did	vietnam,	vietnam,
china	korea,	philippines,	philippines,
in	korea,	franz	franz
thailand,	china	thailand,	brazil,
thailand,	pakistan,	present-day	present-day
thailand,	china	thailand,	brazil,
thailand,	china	thailand,	brazil,
thailand,	china	thailand,	brazil,
thailand,	china	thailand,	brazil,
thailand,	china	thailand,	brazil,
thailand,	china	thailand,	brazil,
in	war	concentrate	concentrate
first	korea,	countries,	countries,
soviet	russia,	soviet	soviet
thailand,	norway,	franz	franz
thailand,	pakistan,	expertise	expertise
in	war	japan	japan
roman	holy	present-day	present-day
thailand,	russia,	various	various
thailand,	china	thailand,	brazil,
japan	korea,	japan	japan
thailand,	pakistan,	vietnam,	vietnam,
thailand,	china	thailand,	brazil,
german	german	syria	joseph
!	!	!	!
century	century	rulers	tower.
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
in	were	leading	leading
for	century	wine	wine
russian	century	capital,	was,
were	norway.	syria	tower.
new	century	tower.	tower.
by	century	wine	wine
of	century	jerusalem	jerusalem
in	century	syria	businesses
!	!	!	!
japan,	japan,	japanese	japanese
to	century	tower.	tower.
!	!	!	!
!	!	!	!
!	!	!	!
egypt,	egypt,	rulers	rulers
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
!	!	!	!
at	had	heaven	heaven
germany,	3–2	rulers	rulers
russia,	russia,	holding	holding
